Any,Codi,Literal,Homes. De 0 a 14 anys,Homes. De 15 a 64 anys,Homes. De 65 anys i més,Dones. De 0 a 14 anys,Dones. De 15 a 64 anys,Dones. De 65 anys i més,Total. De 0 a 14 anys,Total. De 15 a 64 anys,Total. De 65 anys i més
2020,171371,Porqueres,375,1.544,385,384,1.527,462,759,3.071,847
2020,431140,Porrera,17,166,40,22,121,58,39,287,98
2020,171404,"Port de la Selva, el",66,302,129,48,277,136,114,579,265
2020,171387,Portbou,33,319,169,49,289,204,82,608,373
2020,251749,"Portella, la",48,298,77,36,218,66,84,516,143
2020,431153,Pradell de la Teixeta,4,48,22,8,55,21,12,103,43
2020,431166,Prades,41,195,75,28,169,80,69,364,155
2020,431172,Prat de Comte,9,64,24,6,40,34,15,104,58
2020,081691,"Prat de Llobregat, el",5.079,21.398,5.474,4.933,21.302,7.199,10.012,42.700,12.673
2020,431188,Pratdip,38,233,117,40,181,117,78,414,234
2020,081712,Prats de Lluçanès,170,860,275,168,807,324,338,1.667,599
2020,081705,"Prats de Rei, els",44,192,50,31,148,72,75,340,122
2020,251752,Prats i Sansor,9,85,22,12,67,27,21,152,49
2020,251765,Preixana,23,121,56,25,101,61,48,222,117
2020,251771,Preixens,24,120,67,28,102,77,52,222,144
2020,082303,Premià de Dalt,876,3.425,900,810,3.420,1.010,1.686,6.845,1.910
2020,081727,Premià de Mar,2.152,9.379,2.382,2.021,9.240,3.357,4.173,18.619,5.739
2020,171390,"Preses, les",160,613,148,161,587,186,321,1.200,334
2020,251790,Prullans,16,61,27,14,83,25,30,144,52
2020,171411,Puigcerdà,709,3.372,631,690,3.235,849,1.399,6.607,1.480
2020,081748,Puigdàlber,37,173,39,64,161,50,101,334,89
2020,251804,Puiggròs,17,98,27,14,77,45,31,175,72
2020,431191,Puigpelat,113,432,59,101,389,69,214,821,128
2020,081751,Puig-reig,271,1.393,471,259,1.278,623,530,2.671,1.094
2020,251811,Puigverd d'Agramunt,9,90,32,8,61,29,17,151,61
2020,251826,Puigverd de Lleida,99,480,115,99,404,152,198,884,267
2020,081764,Pujalt,22,68,28,12,55,25,34,123,53
2020,081770,"Quar, la",6,11,9,3,14,6,9,25,15
2020,171426,Quart,416,1.248,246,395,1.211,282,811,2.459,528
2020,170433,Queralbs,6,67,25,4,61,25,10,128,50
2020,431205,Querol,34,178,73,29,150,54,63,328,127
2020,171432,Rabós,12,58,22,11,53,28,23,111,50
2020,081786,Rajadell,30,181,62,39,166,56,69,347,118
2020,431212,Rasquera,47,228,113,40,217,138,87,445,251
2020,171447,Regencós,17,98,35,16,77,33,33,175,68
2020,081799,Rellinars,54,296,67,78,253,61,132,549,128
2020,431227,Renau,19,60,6,15,56,6,34,116,12
2020,431233,Reus,9.129,34.045,8.161,8.666,35.200,10.967,17.795,69.245,19.128
2020,251832,Rialp,40,232,47,32,227,63,72,459,110
2020,431248,"Riba, la",35,204,80,25,155,86,60,359,166
2020,431251,Riba-roja d'Ebre,52,374,157,56,286,185,108,660,342
2020,259059,Ribera d'Ondara,24,136,55,25,126,67,49,262,122
2020,251850,Ribera d'Urgellet,70,327,83,65,287,100,135,614,183
2020,171450,Ribes de Freser,96,572,215,76,524,277,172,1.096,492
2020,171463,Riells i Viabrea,317,1.477,316,269,1.446,328,586,2.923,644
2020,431264,"Riera de Gaià, la",181,570,123,171,550,147,352,1.120,270
2020,251863,Riner,20,82,31,21,71,38,41,153,69
2020,171479,Ripoll,779,3.505,1.085,707,3.308,1.419,1.486,6.813,2.504
2020,081803,Ripollet,3.510,13.291,2.595,3.308,13.071,3.404,6.818,26.362,5.999
2020,259139,Riu de Cerdanya,4,37,14,1,30,7,5,67,21
2020,171485,Riudarenes,177,757,200,170,694,206,347,1.451,406
2020,171498,Riudaura,37,153,40,52,154,45,89,307,85
2020,431270,Riudecanyes,99,411,101,80,346,109,179,757,210
2020,431286,Riudecols,74,437,106,76,370,126,150,807,232
2020,171501,Riudellots de la Selva,181,709,165,154,673,189,335,1.382,354
2020,431299,Riudoms,594,2.164,594,495,2.016,706,1.089,4.180,1.300
2020,171518,Riumors,16,77,28,16,75,34,32,152,62
2020,081810,"Roca del Vallès, la",905,3.686,765,897,3.572,929,1.802,7.258,1.694
2020,431303,Rocafort de Queralt,12,68,34,10,51,36,22,119,70
2020,431310,Roda de Berà,528,2.253,682,493,2.056,773,1.021,4.309,1.455
2020,081831,Roda de Ter,544,2.206,485,513,2.092,650,1.057,4.298,1.135
2020,431325,Rodonyà,41,183,41,22,150,57,63,333,98
2020,431331,Roquetes,665,2.849,656,621,2.498,790,1.286,5.347,1.446
2020,171523,Roses,1.613,6.766,1.637,1.513,6.336,1.942,3.126,13.102,3.579
2020,251898,Rosselló,273,1.188,202,273,1.031,270,546,2.219,472
2020,431346,"Rourell, el",33,129,31,24,121,34,57,250,65
2020,081846,Rubí,6.696,26.803,5.390,6.348,26.398,6.956,13.044,53.201,12.346
2020,081859,Rubió,19,81,34,11,67,27,30,148,61
2020,171539,Rupià,18,84,38,26,75,32,44,159,70
2020,089019,Rupit i Pruit,9,82,41,15,74,50,24,156,91
2020,081878,Sabadell,17.615,70.848,16.925,16.506,71.070,23.556,34.121,141.918,40.481
2020,081884,Sagàs,15,51,11,8,46,14,23,97,25
2020,251902,Salàs de Pallars,18,105,51,18,91,44,36,196,95
2020,081901,Saldes,4,102,53,10,69,40,14,171,93
2020,171544,Sales de Llierca,10,59,13,16,53,8,26,112,21
2020,081918,Sallent,455,2.051,754,458,2.036,981,913,4.087,1.735
2020,431359,Salomó,43,190,53,49,154,60,92,344,113
2020,439057,Salou,2.319,10.696,1.721,2.084,9.688,2.018,4.403,20.384,3.739
2020,171557,Salt,3.459,11.749,1.712,3.115,9.849,2.254,6.574,21.598,3.966
2020,251919,Sanaüja,17,126,55,16,100,65,33,226,120
2020,081944,Sant Adrià de Besòs,3.143,12.569,2.657,2.940,12.320,3.818,6.083,24.889,6.475
2020,081957,Sant Agustí de Lluçanès,3,30,11,7,27,11,10,57,22
2020,081960,Sant Andreu de la Barca,2.497,9.371,1.776,2.410,9.086,2.429,4.907,18.457,4.205
2020,081976,Sant Andreu de Llavaneres,904,3.717,892,825,3.738,1.057,1.729,7.455,1.949
2020,171576,Sant Andreu Salou,15,49,14,9,52,21,24,101,35
2020,171833,Sant Aniol de Finestres,25,119,36,26,106,33,51,225,69
2020,081982,Sant Antoni de Vilamajor,522,2.094,450,508,2.113,521,1.030,4.207,971
2020,081995,Sant Bartomeu del Grau,78,309,88,55,265,89,133,574,177
2020,082009,Sant Boi de Llobregat,6.591,27.739,6.905,6.201,27.714,9.350,12.792,55.453,16.255
2020,082016,Sant Boi de Lluçanès,22,178,93,36,145,106,58,323,199
2020,431362,Sant Carles de la Ràpita,997,4.803,1.516,961,4.814,1.862,1.958,9.617,3.378
2020,082037,Sant Cebrià de Vallalta,297,1.229,265,299,1.091,257,596,2.320,522
2020,082021,Sant Celoni,1.543,6.108,1.381,1.455,5.812,1.837,2.998,11.920,3.218
2020,082042,Sant Climent de Llobregat,410,1.409,278,368,1.407,288,778,2.816,566
2020,171582,Sant Climent Sescebes,35,353,51,50,151,67,85,504,118
2020,082055,Sant Cugat del Vallès,9.122,30.273,5.821,8.474,31.864,7.423,17.596,62.137,13.244
2020,082068,Sant Cugat Sesgarrigues,77,326,88,98,316,104,175,642,192
2020,251961,Sant Esteve de la Sarga,2,45,27,4,28,16,6,73,43
2020,082074,Sant Esteve de Palautordera,272,945,195,242,999,211,514,1.944,406
2020,082080,Sant Esteve Sesrovires,632,2.669,561,577,2.577,680,1.209,5.246,1.241
2020,171595,Sant Feliu de Buixalleu,45,279,90,59,248,76,104,527,166
2020,082107,Sant Feliu de Codines,532,2.257,443,456,2.073,602,988,4.330,1.045
2020,171609,Sant Feliu de Guíxols,1.705,7.211,1.955,1.663,7.079,2.484,3.368,14.290,4.439
2020,082114,Sant Feliu de Llobregat,3.551,14.757,3.796,3.411,14.965,4.987,6.962,29.722,8.783
2020,171616,Sant Feliu de Pallerols,123,458,143,96,443,174,219,901,317
2020,082129,Sant Feliu Sasserra,48,198,73,39,166,81,87,364,154
2020,171621,Sant Ferriol,25,74,26,22,67,22,47,141,48
2020,082093,Sant Fost de Campsentelles,659,2.905,844,601,2.825,1.019,1.260,5.730,1.863
2020,082135,Sant Fruitós de Bages,731,2.977,640,740,2.954,795,1.471,5.931,1.435
2020,171637,Sant Gregori,396,1.311,310,335,1.247,329,731,2.558,639
2020,251924,Sant Guim de Freixenet,73,348,118,74,282,142,147,630,260
2020,251977,Sant Guim de la Plana,10,64,25,5,48,29,15,112,54
2020,171642,Sant Hilari Sacalm,432,1.894,558,448,1.722,649,880,3.616,1.207
2020,082153,Sant Hipòlit de Voltregà,284,1.200,281,246,1.129,400,530,2.329,681
2020,081939,Sant Iscle de Vallalta,125,492,95,109,421,100,234,913,195
2020,439023,Sant Jaume d'Enveja,216,1.169,396,242,1.054,450,458,2.223,846
2020,082166,Sant Jaume de Frontanyà,2,8,8,1,7,4,3,15,12
2020,171655,Sant Jaume de Llierca,67,260,93,66,269,116,133,529,209
2020,431378,Sant Jaume dels Domenys,259,880,209,242,797,237,501,1.677,446
2020,171674,Sant Joan de les Abadesses,208,988,399,189,926,514,397,1.914,913
2020,171680,Sant Joan de Mollet,35,161,45,45,160,52,80,321,97
2020,082188,Sant Joan de Vilatorrada,897,3.676,948,833,3.476,1.168,1.730,7.152,2.116
2020,082172,Sant Joan Despí,2.851,11.208,2.633,2.648,11.527,3.400,5.499,22.735,6.033
2020,171851,Sant Joan les Fonts,239,988,326,202,899,390,441,1.887,716
2020,171668,Sant Jordi Desvalls,64,238,75,62,240,81,126,478,156
2020,089030,Sant Julià de Cerdanyola,15,85,27,8,66,28,23,151,55
2020,171693,Sant Julià de Ramis,344,1.233,237,326,1.187,249,670,2.420,486
2020,082205,Sant Julià de Vilatorta,260,1.050,249,253,1.028,300,513,2.078,549
2020,179032,Sant Julià del Llor i Bonmatí,107,456,97,113,434,106,220,890,203
2020,082212,Sant Just Desvern,1.656,5.789,1.506,1.604,6.096,2.019,3.260,11.885,3.525
2020,082227,Sant Llorenç d'Hortons,196,846,192,203,799,192,399,1.645,384
2020,171714,Sant Llorenç de la Muga,15,94,25,18,78,35,33,172,60
2020,251930,Sant Llorenç de Morunys,56,286,125,59,281,153,115,567,278
2020,082233,Sant Llorenç Savall,168,794,254,166,743,292,334,1.537,546
2020,082251,Sant Martí d'Albars,8,33,16,9,32,16,17,65,32
2020,082248,Sant Martí de Centelles,82,453,74,87,379,109,169,832,183
2020,171729,Sant Martí de Llémena,57,224,53,50,219,38,107,443,91
2020,259025,Sant Martí de Riucorb,31,201,96,42,152,117,73,353,213
2020,082264,Sant Martí de Tous,115,409,110,113,356,125,228,765,235
2020,082270,Sant Martí Sarroca,256,1.069,280,271,1.063,322,527,2.132,602
2020,082286,Sant Martí Sesgueioles,25,122,31,14,109,41,39,231,72
2020,171735,Sant Martí Vell,13,101,22,16,70,29,29,171,51
2020,082299,Sant Mateu de Bages,38,189,86,29,159,107,67,348,193
2020,171740,Sant Miquel de Campmajor,22,84,21,19,61,22,41,145,43
2020,171753,Sant Miquel de Fluvià,62,261,73,59,235,71,121,496,144
2020,171766,Sant Mori,11,55,18,11,52,19,22,107,37
2020,171772,Sant Pau de Segúries,50,205,89,41,202,101,91,407,190
2020,082310,Sant Pere de Ribes,2.548,10.727,2.181,2.525,10.490,2.640,5.073,21.217,4.821
2020,082325,Sant Pere de Riudebitlles,218,746,227,180,716,293,398,1.462,520
2020,082331,Sant Pere de Torelló,200,834,242,150,752,292,350,1.586,534
2020,082346,Sant Pere de Vilamajor,369,1.588,322,374,1.522,369,743,3.110,691
2020,171788,Sant Pere Pescador,173,787,152,183,610,185,356,1.397,337
2020,081897,Sant Pere Sallavinera,16,46,21,8,36,24,24,82,45
2020,082359,Sant Pol de Mar,404,1.739,547,389,1.727,622,793,3.466,1.169
2020,082362,Sant Quintí de Mediona,206,796,190,180,717,228,386,1.513,418
2020,082378,Sant Quirze de Besora,138,660,243,148,644,321,286,1.304,564
2020,082384,Sant Quirze del Vallès,1.845,6.698,1.358,1.778,6.929,1.587,3.623,13.627,2.945
2020,082397,Sant Quirze Safaja,58,246,42,62,188,35,120,434,77
2020,251945,Sant Ramon,21,155,83,28,119,81,49,274,164
2020,082401,Sant Sadurní d'Anoia,1.115,4.227,986,1.022,4.260,1.231,2.137,8.487,2.217
2020,082418,Sant Sadurní d'Osormort,3,35,8,2,20,8,5,55,16
2020,080983,Sant Salvador de Guardiola,253,1.133,273,239,1.013,310,492,2.146,583
2020,082628,Sant Vicenç de Castellet,839,3.269,784,729,3.067,1.079,1.568,6.336,1.863
2020,082649,Sant Vicenç de Montalt,543,2.148,554,476,2.133,598,1.019,4.281,1.152
2020,082652,Sant Vicenç de Torelló,176,686,161,144,679,212,320,1.365,373
2020,082634,Sant Vicenç dels Horts,2.229,9.737,2.078,2.125,9.413,2.686,4.354,19.150,4.764
2020,431384,Santa Bàrbara,279,1.221,386,270,1.118,441,549,2.339,827
2020,082439,Santa Cecília de Voltregà,13,68,19,12,55,15,25,123,34
2020,082444,Santa Coloma de Cervelló,740,2.775,522,800,2.780,651,1.540,5.555,1.173
2020,171805,Santa Coloma de Farners,1.139,4.605,1.018,1.134,4.233,1.234,2.273,8.838,2.252
2020,082457,Santa Coloma de Gramenet,9.443,40.141,9.943,8.904,38.406,13.606,18.347,78.547,23.549
2020,431397,Santa Coloma de Queralt,201,861,279,168,798,365,369,1.659,644
2020,171812,Santa Cristina d'Aro,432,1.785,444,415,1.702,509,847,3.487,953
2020,082460,Santa Eugènia de Berga,180,773,208,151,749,217,331,1.522,425
2020,082476,Santa Eulàlia de Riuprimer,141,462,97,142,422,119,283,884,216
2020,082482,Santa Eulàlia de Ronçana,628,2.505,596,596,2.419,682,1.224,4.924,1.278
2020,082495,Santa Fe del Penedès,29,125,26,27,127,33,56,252,59
2020,171827,Santa Llogaia d'Àlguema,35,131,23,33,113,33,68,244,56
2020,082508,Santa Margarida de Montbui,960,3.397,791,863,3.202,1.012,1.823,6.599,1.803
2020,082515,Santa Margarida i els Monjos,761,2.644,514,710,2.435,612,1.471,5.079,1.126
2020,082589,Santa Maria d'Oló,78,325,115,66,303,137,144,628,252
2020,082536,Santa Maria de Besora,10,56,18,10,43,24,20,99,42
2020,082567,Santa Maria de Martorelles,75,309,62,76,285,83,151,594,145
2020,082554,Santa Maria de Merlès,18,60,11,23,57,15,41,117,26
2020,082573,Santa Maria de Miralles,5,44,15,8,31,16,13,75,31
2020,082592,Santa Maria de Palautordera,797,3.357,716,724,3.147,889,1.521,6.504,1.605
2020,431401,Santa Oliva,300,1.128,286,264,1.044,331,564,2.172,617
2020,171848,Santa Pau,126,527,184,106,484,187,232,1.011,371
2020,082606,Santa Perpètua de Mogoda,2.340,8.950,1.793,2.121,8.591,2.204,4.461,17.541,3.997
2020,082613,Santa Susanna,314,1.188,273,300,1.160,313,614,2.348,586
2020,081923,Santpedor,731,2.425,633,624,2.441,750,1.355,4.866,1.383
2020,431423,Sarral,115,540,143,129,448,163,244,988,306
2020,171864,Sarrià de Ter,461,1.722,384,437,1.730,495,898,3.452,879
2020,252017,Sarroca de Bellera,1,45,22,5,26,17,6,71,39
2020,252000,Sarroca de Lleida,16,118,69,14,84,57,30,202,126
2020,171870,"Saus, Camallera i Llampaies",63,273,90,68,254,108,131,527,198
2020,431439,Savallà del Comtat,1,17,8,0,17,10,1,34,18
2020,431444,"Secuita, la",150,582,127,151,554,144,301,1.136,271
2020,171886,"Selva de Mar, la",9,67,29,5,58,27,14,125,56
2020,431457,"Selva del Camp, la",486,1.962,419,443,1.867,506,929,3.829,925
2020,431460,Senan,3,17,10,3,8,3,6,25,13
2020,430445,"Sénia, la",400,1.901,538,382,1.776,643,782,3.677,1.181
2020,252022,Senterada,5,66,11,7,38,12,12,104,23
2020,250352,"Sentiu de Sió, la",21,136,60,23,114,60,44,250,120
2020,082671,Sentmenat,840,3.213,628,785,3.046,723,1.625,6.259,1.351
2020,171903,Serinyà,104,370,100,93,362,104,197,732,204
2020,252043,Seròs,142,717,189,147,525,226,289,1.242,415
2020,171910,Serra de Daró,21,76,24,14,62,25,35,138,49
2020,171925,Setcases,10,57,29,4,52,18,14,109,47
2020,252038,"Seu d'Urgell, la",853,4.053,1.013,848,4.101,1.338,1.701,8.154,2.351
2020,082690,Seva,291,1.226,289,249,1.154,335,540,2.380,624
2020,252056,Sidamon,69,273,55,50,230,71,119,503,126
2020,171931,Sils,559,2.151,477,492,2.009,531,1.051,4.160,1.008
2020,082704,Sitges,2.140,10.188,2.483,1.953,9.726,3.063,4.093,19.914,5.546
2020,170524,Siurana,8,55,19,14,52,23,22,107,42
2020,082711,Sobremunt,1,26,7,5,30,9,6,56,16
2020,252069,"Soleràs, el",17,112,46,21,77,59,38,189,105
2020,431476,Solivella,45,203,85,26,180,93,71,383,178
2020,252075,Solsona,740,3.036,735,733,2.895,998,1.473,5.931,1.733
2020,082726,Sora,26,71,24,12,57,22,38,128,46
2020,252081,Soriguera,36,157,32,28,137,30,64,294,62
2020,252094,Sort,175,705,186,150,708,230,325,1.413,416
2020,252108,Soses,156,590,167,153,512,183,309,1.102,350
2020,082732,Subirats,247,1.080,292,215,957,313,462,2.037,605
2020,252115,Sudanell,48,307,102,40,238,105,88,545,207
2020,252120,Sunyer,19,150,31,18,88,37,37,238,68
2020,082747,Súria,397,1.926,571,382,1.871,801,779,3.797,1.372
2020,171946,Susqueda,2,41,12,5,25,8,7,66,20
2020,082763,Tagamanent,24,114,23,18,114,25,42,228,48
2020,082779,Talamanca,21,72,25,16,57,18,37,129,43
2020,252154,Talarn,23,332,47,25,127,41,48,459,88
2020,252167,Talavera,16,95,45,12,66,45,28,161,90
2020,171959,"Tallada d'Empordà, la",30,149,58,34,136,47,64,285,105
2020,082785,Taradell,573,2.183,570,494,2.117,703,1.067,4.300,1.273
2020,431482,Tarragona,10.621,45.483,10.562,10.212,45.245,14.373,20.833,90.728,24.935
2020,252173,Tàrrega,1.583,5.875,1.200,1.481,5.727,1.579,3.064,11.602,2.779
2020,252189,Tarrés,6,29,19,8,28,12,14,57,31
2020,252192,Tarroja de Segarra,11,57,31,17,51,21,28,108,52
2020,082750,Tavèrnoles,28,105,33,29,92,35,57,197,68
2020,082802,Tavertet,3,31,18,4,31,18,7,62,36
2020,082819,Teià,509,2.047,597,426,2.088,760,935,4.135,1.357
2020,252206,Térmens,82,470,136,82,393,197,164,863,333
2020,171962,Terrades,18,116,32,27,108,37,45,224,69
2020,082798,Terrassa,19.286,74.717,15.945,18.136,73.693,21.850,37.422,148.410,37.795
2020,082824,Tiana,726,2.890,689,763,3.062,815,1.489,5.952,1.504
2020,252213,Tírvia,5,43,15,7,42,22,12,85,37
2020,252228,Tiurana,3,22,9,4,29,10,7,51,19
2020,431495,Tivenys,34,299,124,43,247,155,77,546,279
2020,431508,Tivissa,100,517,195,88,482,237,188,999,432
2020,082830,Tona,660,2.840,656,639,2.727,834,1.299,5.567,1.490
2020,252234,Torà,81,422,124,75,380,155,156,802,279
2020,082845,Tordera,1.543,5.940,1.387,1.402,5.626,1.621,2.945,11.566,3.008
2020,082858,Torelló,1.124,4.814,1.233,1.100,4.515,1.614,2.224,9.329,2.847
2020,252249,"Torms, els",7,46,21,2,36,26,9,82,47
2020,252252,Tornabous,55,286,99,52,220,110,107,506,209
2020,252271,"Torre de Cabdella, la",31,255,95,30,212,136,61,467,231
2020,082861,"Torre de Claramunt, la",306,1.336,293,269,1.220,317,575,2.556,610
2020,431515,"Torre de Fontaubella, la",12,36,21,7,35,20,19,71,41
2020,431520,"Torre de l'Espanyol, la",32,199,77,38,174,81,70,373,158
2020,252265,Torrebesses,14,90,39,13,65,46,27,155,85
2020,431536,Torredembarra,1.271,5.428,1.435,1.230,5.432,1.771,2.501,10.860,3.206
2020,252287,Torrefarrera,464,1.643,274,428,1.562,323,892,3.205,597
2020,259078,Torrefeta i Florejacs,35,215,76,31,166,84,66,381,160
2020,252304,Torregrossa,149,764,230,139,613,284,288,1.377,514
2020,252311,Torrelameu,44,322,77,42,169,81,86,491,158
2020,082877,Torrelavit,126,462,133,121,445,135,247,907,268
2020,082883,Torrelles de Foix,179,891,211,165,725,227,344,1.616,438
2020,082896,Torrelles de Llobregat,542,2.122,357,547,2.071,434,1.089,4.193,791
2020,171978,Torrent,9,59,19,13,46,18,22,105,37
2020,252326,Torres de Segre,136,888,204,146,757,235,282,1.645,439
2020,252332,Torre-serona,21,150,37,26,118,46,47,268,83
2020,171984,Torroella de Fluvià,49,260,58,49,228,59,98,488,117
2020,171997,Torroella de Montgrí,954,4.004,1.025,893,3.805,1.155,1.847,7.809,2.180
2020,431541,Torroja del Priorat,9,52,24,4,37,26,13,89,50
2020,172001,Tortellà,51,253,87,68,257,102,119,510,189
2020,431554,Tortosa,2.594,11.033,2.967,2.494,10.407,3.944,5.088,21.440,6.911
2020,172018,Toses,9,66,23,12,45,13,21,111,36
2020,172023,Tossa de Mar,354,2.051,522,380,1.870,641,734,3.921,1.163
2020,252347,Tremp,413,1.920,562,399,1.851,766,812,3.771,1.328
2020,172044,Ullà,118,446,84,107,336,86,225,782,170
2020,082900,Ullastrell,215,705,133,204,669,163,419,1.374,296
2020,172057,Ullastret,18,89,31,25,79,32,43,168,63
2020,431567,Ulldecona,487,2.407,600,451,1.878,702,938,4.285,1.302
2020,431573,Ulldemolins,16,134,76,14,91,67,30,225,143
2020,172039,Ultramort,25,64,28,18,59,31,43,123,59
2020,172060,Urús,8,73,15,8,67,25,16,140,40
2020,082917,Vacarisses,679,2.413,408,591,2.302,439,1.270,4.715,847
2020,170144,"Vajol, la",3,37,11,2,24,12,5,61,23
2020,172076,"Vall d'en Bas, la",270,998,300,225,961,339,495,1.959,639
2020,172082,"Vall de Bianya, la",93,438,110,103,409,122,196,847,232
2020,250432,"Vall de Boí, la",68,378,97,68,336,72,136,714,169
2020,259010,Vall de Cardós,16,133,40,23,94,44,39,227,84
2020,082922,Vallbona d'Anoia,110,465,128,77,428,149,187,893,277
2020,252385,Vallbona de les Monges,6,85,36,11,55,50,17,140,86
2020,082938,Vallcebre,4,94,42,10,64,35,14,158,77
2020,431589,Vallclara,6,34,12,4,23,9,10,57,21
2020,252402,Vallfogona de Balaguer,168,615,168,164,604,187,332,1.219,355
2020,171707,Vallfogona de Ripollès,11,65,31,7,52,30,18,117,61
2020,431592,Vallfogona de Riucorb,0,29,18,0,14,16,0,43,34
2020,082943,Vallgorguina,299,1.040,174,287,999,189,586,2.039,363
2020,082956,Vallirana,1.303,5.154,1.234,1.267,4.959,1.395,2.570,10.113,2.629
2020,172095,Vall-llobrega,78,320,53,76,309,61,154,629,114
2020,431606,Vallmoll,143,601,146,150,575,159,293,1.176,305
2020,082969,Vallromanes,249,916,157,208,864,164,457,1.780,321
2020,431613,Valls,1.946,8.373,1.967,1.866,7.766,2.559,3.812,16.139,4.526
2020,259062,"Valls d'Aguilar, les",9,88,43,6,67,32,15,155,75
2020,252398,"Valls de Valira, les",53,275,76,45,251,84,98,526,160
2020,431628,Vandellòs i l'Hospitalet de l'Infant,605,2.191,508,533,2.137,629,1.138,4.328,1.137
2020,259097,"Vansa i Fórnols, la",2,53,23,3,45,23,5,98,46
2020,082975,Veciana,17,48,30,14,42,24,31,90,54
2020,431634,"Vendrell, el",3.160,12.548,3.344,3.038,12.358,3.925,6.198,24.906,7.269
2020,172109,Ventalló,72,270,86,63,262,93,135,532,179
2020,252424,Verdú,45,281,95,58,269,154,103,550,249
2020,172116,Verges,85,365,125,95,341,158,180,706,283
2020,431649,Vespella de Gaià,34,140,56,30,118,39,64,258,95
2020,082981,Vic,4.242,16.880,2.976,3.941,15.230,4.361,8.183,32.110,7.337
2020,172121,Vidrà,12,59,17,17,58,14,29,117,31
2020,172137,Vidreres,634,2.822,674,573,2.522,726,1.207,5.344,1.400
2020,252430,Vielha e Mijaran,407,2.106,345,384,1.964,405,791,4.070,750
2020,431652,Vilabella,43,244,86,39,220,97,82,464,183
2020,172142,Vilabertran,110,288,95,79,312,109,189,600,204
2020,172155,Vilablareix,306,981,230,283,1.016,247,589,1.997,477
2020,082994,Vilada,20,131,70,12,112,74,32,243,144
2020,172174,Viladamat,29,149,54,38,134,54,67,283,108
2020,172168,Viladasens,19,74,17,9,64,23,28,138,40
2020,083015,Viladecans,5.803,22.550,4.878,5.438,22.269,6.259,11.241,44.819,11.137
2020,083008,Viladecavalls,616,2.605,539,584,2.619,582,1.200,5.224,1.121
2020,172180,Vilademuls,79,273,79,73,257,74,152,530,153
2020,172207,Viladrau,76,346,86,83,340,116,159,686,202
2020,172214,Vilafant,459,1.741,460,398,1.810,553,857,3.551,1.013
2020,083054,Vilafranca del Penedès,3.533,12.950,3.033,3.324,13.171,4.143,6.857,26.121,7.176
2020,252445,Vilagrassa,49,198,47,38,177,51,87,375,98
2020,172235,Vilajuïga,81,387,90,76,383,99,157,770,189
2020,431750,Vilalba dels Arcs,30,192,91,38,160,110,68,352,201
2020,083067,Vilalba Sasserra,66,268,50,58,238,73,124,506,123
2020,252458,Vilaller,41,193,57,23,159,76,64,352,133
2020,172240,Vilallonga de Ter,18,146,49,22,114,49,40,260,98
2020,431665,Vilallonga del Camp,272,794,157,238,761,183,510,1.555,340
2020,172253,Vilamacolum,31,147,33,32,94,40,63,241,73
2020,172266,Vilamalla,96,389,101,98,367,110,194,756,211
2020,172272,Vilamaniscle,14,79,28,13,58,20,27,137,48
2020,252477,Vilamòs,9,73,13,10,60,13,19,133,26
2020,172288,Vilanant,32,131,31,33,124,35,65,255,66
2020,431671,Vilanova d'Escornalbou,40,193,63,46,171,52,86,364,115
2020,252483,Vilanova de Bellpuig,86,358,156,94,288,201,180,646,357
2020,252496,Vilanova de l'Aguda,8,58,32,3,63,36,11,121,68
2020,252542,Vilanova de la Barca,69,421,102,58,302,136,127,723,238
2020,252509,Vilanova de Meià,22,153,74,17,87,62,39,240,136
2020,431687,Vilanova de Prades,5,37,14,8,37,6,13,74,20
2020,083036,Vilanova de Sau,23,82,43,15,106,43,38,188,86
2020,252516,Vilanova de Segrià,78,360,91,67,288,101,145,648,192
2020,083020,Vilanova del Camí,1.081,4.255,956,1.080,4.063,1.161,2.161,8.318,2.117
2020,089024,Vilanova del Vallès,577,1.883,321,522,1.834,366,1.099,3.717,687
2020,083073,Vilanova i la Geltrú,5.006,22.120,5.626,4.770,22.695,7.516,9.776,44.815,13.142
2020,431690,Vilaplana,30,209,58,28,171,59,58,380,117
2020,431704,Vila-rodona,101,465,111,95,373,131,196,838,242
2020,172305,Vila-sacra,70,242,65,81,223,77,151,465,142
2020,252521,Vila-sana,66,255,52,52,227,82,118,482,134
2020,431711,Vila-seca,2.154,7.734,1.429,2.043,7.526,1.669,4.197,15.260,3.098
2020,082140,Vilassar de Dalt,679,2.985,800,670,2.974,964,1.349,5.959,1.764
2020,082191,Vilassar de Mar,1.702,6.681,1.803,1.626,6.906,2.317,3.328,13.587,4.120
2020,172229,Vilaür,20,43,17,13,52,13,33,95,30
2020,431726,Vilaverd,30,166,41,27,133,46,57,299,87
2020,431732,"Vilella Alta, la",8,45,19,11,33,17,19,78,36
2020,431747,"Vilella Baixa, la",14,71,25,10,60,24,24,131,49
2020,172333,Vilobí d'Onyar,286,1.180,266,276,1.025,300,562,2.205,566
2020,083041,Vilobí del Penedès,99,362,109,84,323,125,183,685,234
2020,172327,Vilopriu,16,64,29,13,53,29,29,117,58
2020,252537,"Vilosell, el",5,50,34,7,46,31,12,96,65
2020,431763,Vimbodí i Poblet,49,304,125,34,239,139,83,543,264
